Problem,Provider,OperationKind,Operation,Disposition,Status,gemm_kind,split_k_mode,m,n,k,A,B,C,alpha,beta,split_k_slices,batch_count,op_class,accum,cta_m,cta_n,cta_k,cluster_m,cluster_n,cluster_k,stages,warps_m,warps_n,warps_k,inst_m,inst_n,inst_k,min_cc,max_cc,Bytes,Flops,Flops/Byte,Runtime,GB/s,GFLOPs
6,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_tt_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:row,f32:column,1,0,1,32,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,268435456,68786585600,256,0.773745,323.104,88900.9
6,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_nn_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:column,f16:column,1,0,1,32,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,201326592,68786585600,341,0.760945,246.404,90396.3
6,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_nt_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:row,f16:column,1,0,1,32,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,201326592,68786585600,341,0.763648,245.532,90076.3
6,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_tn_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:column,f16:column,1,0,1,32,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,201326592,68786585600,341,0.771666,242.981,89140.4
6,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_tt_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:row,f16:column,1,0,1,32,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,201326592,68786585600,341,0.744182,251.955,92432.5
7,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_nn_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:column,f32:column,1,0,1,64,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,536870912,137573171200,256,1.57024,318.422,87612.7
7,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_nt_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:row,f32:column,1,0,1,64,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,536870912,137573171200,256,1.56711,319.059,87787.9
7,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_tn_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:column,f32:column,1,0,1,64,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,536870912,137573171200,256,1.64988,303.053,83383.8
7,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_tt_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:row,f32:column,1,0,1,64,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,536870912,137573171200,256,1.54467,323.693,89063
7,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_nn_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:column,f16:column,1,0,1,64,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,402653184,137573171200,341,1.52778,245.455,90047.9
7,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_nt_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:row,f16:column,1,0,1,64,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,402653184,137573171200,341,1.51678,247.234,90700.8
7,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_tn_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:column,f16:column,1,0,1,64,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,402653184,137573171200,341,1.55495,241.165,88474.1
7,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_tt_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:row,f16:column,1,0,1,64,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,402653184,137573171200,341,1.49058,251.581,92295.3
8,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_nn_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:column,f32:column,1,0,1,128,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,1073741824,275146342400,256,3.13796,318.679,87683.3
8,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_nt_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:row,f32:column,1,0,1,128,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,1073741824,275146342400,256,3.12702,319.793,87990
8,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_tn_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:column,f32:column,1,0,1,128,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,1073741824,275146342400,256,3.29025,303.929,83624.9
8,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_tt_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:row,f32:column,1,0,1,128,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,1073741824,275146342400,256,3.10529,322.031,88605.7
8,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_nn_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:column,f16:column,1,0,1,128,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,805306368,275146342400,341,3.01964,248.374,91118.8
8,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_nt_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:row,f16:column,1,0,1,128,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,805306368,275146342400,341,2.99503,250.415,91867.8
8,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_tn_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:column,f16:column,1,0,1,128,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,805306368,275146342400,341,3.07095,244.224,89596.6
8,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_tt_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:row,f16:column,1,0,1,128,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,805306368,275146342400,341,2.96102,253.291,92922.9
9,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_nn_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:column,f32:column,1,0,1,256,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,2147483648,550292684800,256,6.27494,318.728,87696.9
9,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_nt_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:row,f32:column,1,0,1,256,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,2147483648,550292684800,256,6.22099,321.492,88457.4
9,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_tn_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:column,f32:column,1,0,1,256,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,2147483648,550292684800,256,6.54225,305.705,84113.6
9,CUTLASS,gemm,cutlass_tensorop_s884gemm_f16_256x128_32x2_tt_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:row,f32:column,1,0,1,256,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,2147483648,550292684800,256,6.19644,322.766,88807.9
9,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_nn_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:column,f16:column,1,0,1,256,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,1610612736,550292684800,341,6.1264,244.842,89823.2
9,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_nt_align8,passed,success,universal,serial,1024,1024,1024,f16:column,f16:row,f16:column,1,0,1,256,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,1610612736,550292684800,341,5.93265,252.838,92756.7
9,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_tn_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:column,f16:column,1,0,1,256,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,1610612736,550292684800,341,6.1296,244.714,89776.2
9,CUTLASS,gemm,cutlass_tensorop_f16_s884gemm_f16_256x128_32x2_tt_align8,passed,success,universal,serial,1024,1024,1024,f16:row,f16:row,f16:column,1,0,1,256,tensorop,f32,256,128,32,1,1,1,2,4,2,1,16,16,4,70,75,1610612736,550292684800,341,5.96339,251.535,92278.5
